SystematicID,Gene,Product,S.cerevisiae_ortholog,Human_ortholog,RG_CLS,Validated/Group,ValidationCLS
SPCC16C4.13c,rpl1201,60S ribosomal protein L12.1/L12A,"RPL12B,RPL12A",RPL12,NA,no,
SPCC16C4.17,mug123,Schizosaccharomyces specific protein Mug123,,,NA,no,
SPCC16C4.20c,hap2,"Ino80 complex, HMG box protein Hap2",,,short,no,
SPCC1739.01,,zf-CCCH type zinc finger protein,LEE1,,NA,no,
SPCC1739.03,hrr1,Helicase Required for RNAi-mediated heterochromatin assembly Hrr1,,ZNFX1,NA,no,
SPCC1739.04c,dms1,meiotic spindle pole body protein Dms1,,,NA,no,
SPCC1739.05,set5,histone lysine methyltransferase Set5 (predicted),SET5,,NA,no,
SPCC1739.06c,met1,uroporphyrin methyltransferase Met1,MET1,,NA,no,
SPCC1739.07,cti1,exosome C1D family subunit Cti1,LRP1,C1D,NA,no,
SPCC1739.08c,,short chain dehydrogenase (predicted),,,NA,no,
SPCC1739.09c,cox13,cytochrome c oxidase subunit VIa (predicted),COX13,"COX6A1,COX6A2",NA,no,
SPCC1739.10,mug33,Tea1-interacting protein involved in exocytosis,"DCV1,RIM9,YOL019W",,NA,no,
SPCC1739.13,ssa2,heat shock protein Ssa2,"SSA1,SSA3,SSA4,SSA2","HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA5,HSPA6,HSPA8",NA,no,
SPCC1739.14,npp106,nucleoporin Npp106,NIC96,NUP93,short,no,
SPCC1739.15,wtf21,wtf element Wtf21,,,NA,no,
SPCC1742.01,gsf2,"cell surface glycoprotein, galactose-specific flocculin Gsf2",,,NA,no,
SPCC1753.02c,git3,G-protein coupled receptor Git3,GPR1,,long,yes:Bar_seqLong_ctr,long
SPCC1753.03c,rec7,meiotic recombination protein Rec7,REC114,REC114,NA,no,
SPCC1753.05,rsm1,RNA export factor Rsm1,,ZC3HC1,short,no,
SPCC1795.01c,mad3,mitotic spindle checkpoint protein Mad3,MAD3,"BUB1,BUB1B",NA,no,
SPCC1795.02c,vcx1,vacuolar proton/calcium exchanger (predicted),VCX1,,NA,no,
SPCC1795.03,gms1,Golgi UDP-galactose transmembrane transporter Gms1,,"SLC35A2,SLC35A3",NA,no,
SPCC1795.06,map2,P-factor pheromone Map2,,,NA,no,
SPCC1795.09,yps1,"aspartic protease, yapsin family, unknown specificity Yps1","MKC7,YPS7,YPS6,YPS1,YPS3",,NA,no,
SPCC1795.10c,svp26,Sed5 Vesicle Protein Svp26 (predicted),SVP26,TEX261,short,no,
SPCC18.01c,adg3,beta-glucosidase Adg3 (predicted),YMR244W,,NA,no,
SPCC18.02,,transmembrane transporter (predicted),,,NA,no,
SPCC18.03,,shuttle craft like transcriptional repressor/ubiquitin-protein ligase E3 (predicted),FAP1,NFX1,NA,no,
SPCC18.06c,caf1,CCR4-Not complex CAF1 family ribonuclease subunit Caf1,POP2,"CNOT7,CNOT8",NA,no,
SPCC18.09c,hnt3,aprataxin Hnt3,HNT3,APTX,NA,no,
SPCC18.10,,pyridoxine-pyridoxal-pyridoxamine kinase (predicted),"BUD16,BUD17",PDXK,NA,no,
SPCC18.13,trm82,tRNA (guanine-N7-)-methyltransferase WD repeat subunit Trm82 (predicted),TRM82,WDR4,NA,no,
SPCC18.15,dph7,diphthamide biosynthesis complex WD repeat protein subunit Dph7 (predicted),RRT2,DPH7,long,no,
SPCC18.17c,,proteasome assembly chaperone (predicted),,PSMD5,long,yes:Bar_seqUnexplored.L,short
SPCC1827.02c,pcy1,cholinephosphate cytidylyltransferase Pcy1 (predicted),PCT1,"PCYT1A,PCYT1B",NA,no,
SPCC1827.03c,,acetyl-CoA ligase (predicted),PCS60,ACSF3,NA,no,
SPCC1827.04,vms1,Cdc48p-Npl4p-Vms1p AAA ATPase complex subunit involved in ER associated ubiquitin-dependent protein catabolic process Vms1 (predicted),VMS1,ANKZF1,long,yes:Bar_seqUnexplored.L,long***
SPCC1827.07c,,SPX/EXS domain protein (predicted),SYG1,XPR1,NA,no,
SPCC1827.08c,pof7,F-box protein Pof7,HRT3,FBXO9,NA,no,
SPCC1840.02c,bgs4,"cell wall and secondary septum 1,6 branched 1,3-beta-glucan synthase catalytic subunit Bgs4","GSC2,FKS1,FKS3",,NA,no,
SPCC1840.03,sal3,karyopherin/importin beta family nuclear import signal receptor Sal3,PSE1,"IPO5,RANBP6",NA,no,
SPCC1840.04,pca1,metacaspase Pca1,MCA1,,NA,no,
SPCC1840.05c,,phosphoglucomutase (predicted),PRM15,"PGM2L1,PGM2",NA,no,
SPCC1840.06,atp5,F1-FO ATP synthase delta subunit (predicted),ATP5,ATP5PO,NA,no,
SPCC1840.07c,,vacuolar endopolyphosphatase (predicted),YNL217W,,NA,no,
SPCC1840.09,coq11,ubiquinone biosynthesis protein Coq11,COQ11,NDUFA9,short,no,
SPCC188.02,par1,protein phosphatase PP2A regulatory subunit B-56 Par1,RTS1,"PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E",short,no,
SPCC188.08c,ubp5,ubiquitin C-terminal hydrolase Ubp5,UBP15,USP7,NA,no,
SPCC188.09c,pfl4,"cell surface glycoprotein, flocculin Pfl4",,,NA,no,
SPCC188.12,spn6,meiotic (sporulation) septin Spn6,CDC12,,NA,no,
SPCC1884.02,nic1,plasma membrane NiCoT heavy metal ion transmembrane transporter Nic1,,,NA,no,
SPCC18B5.01c,bfr1,plasma membrane brefeldin A efflux transporter Bfr1,"SNQ2,PDR15,PDR18,PDR5,PDR10,PDR12",,NA,no,
SPCC18B5.03,wee1,M phase inhibitor protein kinase Wee1,SWE1,"WEE1,WEE2,PKMYT1",NA,no,
SPCC18B5.05c,,phosphomethylpyrimidine kinase (predicted),"THI20,THI21,THI22",,NA,no,
SPCC18B5.06,dom34,"Dom34-Hbs1 translation release factor complex subunit, peloto ortholog Dom34",DOM34,PELO,short,no,
SPCC18B5.07c,nup61,nucleoporin Nup61,NUP2,NUP50,NA,no,
SPCC18B5.09c,,Schizosaccharomyces specific protein,,,NA,no,
SPCC18B5.10c,tex1,TREX complex subunit Tex1 (predicted),TEX1,THOC3,NA,no,
SPCC18B5.11c,cds1,replication checkpoint kinase Cds1,RAD53,CHEK2,NA,no,
SPCC1902.01,gaf1,transcription factor Gaf1,GAT1,GATA6,NA,no,
SPCC1902.02,mug72,oxidoreductase (predicted),"PAM1,SVL3",,NA,no,
SPCC1906.02c,cue3,"CUE domain protein Cue3, human ASCC2 ortholog, activating signal cointegrator 1 complex (predicted)",CUE3,ASCC2,NA,no,
SPCC1906.04,wtf20,wtf element Wtf20,,,NA,no,
SPCC191.01,,Schizosaccharomyces specific protein,,,NA,no,
SPCC191.05c,,nucleoside 2-deoxyribosyltransferase (predicted),,DNPH1,NA,no,
SPCC191.06,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPCC191.07,cyc1,cytochrome c,"CYC7,CYC1",CYCS,NA,no,
SPCC191.09c,gst1,glutathione S-transferase Gst1,URE2,"GSTT1,GSTT2",long,no,
SPCC191.10,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPCC191.11,inv1,"external invertase, beta-fructofuranosidase Inv1",SUC2,,NA,no,
SPCC1919.01,ckk2,calmodulin-dependent kinase kinase 2,,,NA,no,
SPCC1919.03c,amk2,AMP-activated protein kinase beta subunit Amk2,"GAL83,SIP2","PRKAB1,PRKAB2",NA,no,
SPCC1919.04,,Schizosaccharomyces specific protein,,,NA,no,
SPCC1919.05,ski3,Ski complex TPR repeat subunit Ski3 (predicted),SKI3,TTC37,long,no,
SPCC1919.07,,Schizosaccharomyces specific protein,,,NA,no,
SPCC1919.10c,myo52,myosin type V,"MYO4,MYO2","MYO5A,MYO5B,MYO5C",short,no,
SPCC1919.11,mug137,"BAR adaptor protein, involved in endocytosis (predicted)",,"SH3GL1,SH3GL2,SH3GL3",NA,no,
SPCC1919.12c,erm2,multi-spanning vacuolar membrane protease (predicted),PFF1,ERMP1,NA,no,
SPCC1919.13c,bmt5,ribosome biogenesis protein Bmt5 (predicted),BMT5,FDXACB1,NA,no,
SPCC23B6.01c,,sterol intermembrane transfer protein (predicted),"OSH7,OSH6,HES1,KES1","OSBPL5,OSBPL8",short,no,
SPCC23B6.02c,,pre-ribosomal factor (predicted),ECM1,,NA,no,
SPCC23B6.03c,tel1,ATM checkpoint kinase,TEL1,ATM,long,no,
SPCC23B6.04c,pdr16,"meiotic sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Pdr16 (predicted)","PDR16,PDR17",,NA,no,
SPCC23B6.05c,ssb3,DNA replication factor A subunit Ssb3,RFA3,RPA3,NA,no,
SPCC24B10.02c,,NAD/NADH kinase (predicted),"YEF1,UTR1",NADK,NA,no,
SPCC24B10.03,,Schizosaccharomyces specific protein,,,NA,no,
SPCC24B10.04,,Schizosaccharomyces specific protein,,,short,no,
SPCC24B10.08c,ada2,SAGA complex subunit Ada2,ADA2,"TADA2A,TADA2B",short,no,
SPCC24B10.09,rps1702,40S ribosomal protein S17 (predicted),"RPS17B,RPS17A",RPS17,short,no,
SPCC24B10.10c,yta4,mitochondrial outer membrane ATPase Msp1/Yta4 (predicted),MSP1,ATAD1,NA,no,
SPCC24B10.11c,tho7,THO complex subunit Tho7 (predicted),MFT1,THOC7,NA,no,
SPCC24B10.12,cgi121,EKC/KEOPS complex subunit Cgi121 (predicted),CGI121,TPRKB,NA,no,
SPCC24B10.13,skb5,protein kinase activator Skb5,NBP2,"SLA,SLA2",NA,no,
SPCC24B10.15,swt1,RNA endoribonuclease involved in mRNP quality control Swt1 (predicted),SWT1,SWT1,NA,no,
SPCC24B10.16c,,proteasome assembly chaperone Pac4,,PSMG4,NA,no,
SPCC24B10.18,,"DUF2462 family protein, human Leydig cell tumor 10 kDa protein homolog",YLR363W-A,C19orf53,NA,no,
SPCC24B10.19c,nts1,Clr6 histone deacetylase complex subunit Nts1,,,NA,no,
SPCC24B10.20,,"short chain dehydrogenase, unknown specificity (predicted)",YKL071W,,NA,no,
SPCC24B10.22,pog1,mitochondrial DNA polymerase gamma Pog1,MIP1,POLG,NA,no,
SPCC285.04,,transthyretin/hydroxyisourate hydrolase (predicted),,TTR,NA,no,
SPCC285.05,,purine nucleoside transmembrane transporter (predicted),,,NA,no,
SPCC285.09c,cgs2,cAMP-specific phosphodiesterase Cgs2,PDE1,,short,no,
SPCC285.10c,ear1,"SPRY domain membrane protein, specificity factor required for ubiquitination Ear1 (predicted)","SSH4,EAR1",,long,no,
SPCC285.11,dsc5,UBX domain Sre1 cleavage protein,"UBX3,UBX2","FAF2,FAF1",NA,no,
SPCC285.13c,nup60,nucleoporin Nup60,NUP60,,NA,no,
SPCC285.15c,rps2802,"40S ribosomal protein S28, Rps2802","RPS28B,RPS28A",RPS28,NA,no,
SPCC285.16c,msh6,MutS protein homolog,MSH6,MSH6,NA,no,
SPCC285.17,spp27,RNA polymerase I upstream activation factor complex subunit Spp27,"TRI1,UAF30",,NA,no,
SPCC297.03,ssp1,Ca2+/calmodulin-dependent (CaMMK)-like protein kinase Ssp1,"SAK1,TOS3","CAMKK1,CAMKK2",NA,no,
SPCC297.04c,set7,histone lysine H3-K37 methyltransferase Set7,,,NA,no,
SPCC297.05,,"DENN domain Rab GDP-GTP exchange factor, implicated in endosomal transport (predicted)",,"DENND4A,DENND4C,DENND4B,DENND3",NA,no,
SPCC297.06c,,conserved fungal protein,MRP8,,NA,no,
SPCC2H8.02,,plasma membrane inorganic phosphate transmembrane transporter (predicted),PHO84,,NA,no,
SPCC2H8.05c,dbl1,double strand break localizing Dbl1,,,NA,no,
SPCC306.02c,yip3,Rab GTPase binding involved in ER to Golgi vesicle transport Yip3 (predicted),YIP3,RABAC1,NA,no,
SPCC306.04c,set1,histone lysine H3-K4 methyltransferase Set1,SET1,"SETD1A,SETD1B",short,no,
SPCC306.05c,ins1,INSIG domain protein,,"INSIG2,INSIG1",NA,no,
SPCC306.07c,,U3 snoRNP-associated protein Cic1/Utp30 family (predicted),"CIC1,UTP30",RSL1D1,NA,no,
SPCC306.08c,mdh1,malate dehydrogenase Mdh1 (predicted),MDH1,MDH2,short,no,
SPCC306.09c,cap1,adenylyl cyclase-associated protein Cap1,SRV2,"CAP2,CAP1",NA,no,
SPCC306.11,,Schizosaccharomyces specific protein,,,NA,no,
SPCC31H12.02c,mug73,"multispanning 7TM plasma membrane rhodopsin family protein, implicated in signalling","YRO2,HSP30,MRH1",,NA,no,
SPCC31H12.03c,mlo1,RNA binding protein (predicted),THO1,"HNRNPUL1,SARNP",NA,no,
SPCC31H12.04c,rpl1202,60S ribosomal protein L12.1/L12A,"RPL12B,RPL12A",RPL12,NA,no,
SPCC31H12.05c,sds21,"serine/threonine protein phosphatase PP1 subfamily, Sds21",GLC7,"PPP1CA,PPP1CB,PPP1CC",NA,no,
SPCC31H12.06,mug111,major facilitator family transmembrane transporter Mug111 (predicted),,,NA,no,
SPCC320.03,,transcription factor (predicted),"EDS1,RGT1",,NA,no,
SPCC320.04c,gem1,ERMES complex GTPase subunit Gem1 (predicted),GEM1,"RHOT1,RHOT2",short,no,
SPCC320.05,,sulfate transmembrane transporter (predicted),YPR003C,"SLC26A1,SLC26A2,SLC26A7,SLC26A8,SLC26A9,SLC26A6,SLC26A3,SLC26A4,SLC26A5",NA,no,
SPCC320.06,,conserved fungal protein,,,NA,no,
SPCC320.12,atp23,mitochondrial inner membrane peptidase Atp23 (predicted),ATP23,ATP23,NA,no,
SPCC320.14,sry1,serine racemase Sry1,SRY1,SRR,NA,no,
SPCC330.02,rhp7,Rad7 homolog Rhp7,RAD7,"FBXL2,FBXL20",NA,no,
SPCC330.03c,,NADPH-hemoprotein reductase (predicted),IRC21,CYB5R4,NA,no,
SPCC330.07c,,transmembrane transporter (predicted),,,NA,no,
SPCC330.11,btb1,BTB/POZ domain protein Btb1,,IBTK,NA,no,
SPCC330.12c,sdh3,succinate dehydrogenase (ubiquinone) cytochrome b subunit (predicted),"SDH3,SHH3",SDHC,short,no,
SPCC330.14c,rpl2402,60S ribosomal protein L24 (predicted),"RPL24A,RPL24B",RPL24,NA,no,
SPCC330.19c,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPCC338.02,mug112,Schizosaccharomyces pombe specific protein Mug112,,,NA,no,
SPCC338.04,cid2,mitochondrial eukaryotic conserved protein Cid2,MIX23,CCDC58,NA,no,
SPCC338.06c,,heat shock protein Hsp20 family (predicted),"HSP26,HSP42","CRYAA,CRYAB,HSPB6,HSPB8,HSPB1,HSPB2,HSPB3",NA,no,
SPCC338.08,ctp1,CtIP-related endonuclease,SAE2,RBBP8,short,no,
SPCC338.10c,cox5,cytochrome c oxidase subunit V (predicted),"COX5B,COX5A","COX4I2,COX4I1",NA,no,
SPCC338.11c,efm2,elongation factor EF2/EF3 methyltransferase lysine methyltransferase Efm2 (predicted),EFM2,METTL21C,NA,no,
SPCC338.12,pbi2,vaculoar proteinase B inhibitor Pbi2,PBI2,PCSK9,NA,no,
SPCC338.14,ado1,adenosine kinase (predicted),ADO1,ADK,NA,no,
SPCC338.16,pof3,F-box protein Pof3,DIA2,STIP1,short,no,
SPCC338.18,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPCC364.01,cif1,calnexin independence factor Cif1,,,NA,no,
SPCC364.02c,bis1,splicing factor Bis1,,ESS2,NA,no,
SPCC364.03,rpl1702,60S ribosomal protein L17 (predicted),"RPL17B,RPL17A",RPL17,short,no,
SPCC364.04c,coy1,CASP family protein involved in Golgi vesicle transport Coy1 (predicted),COY1,"CUX2,CUX1",NA,no,
SPCC364.05,vps3,"CORVET complex subunit, GTPase regulator Vps3 (predicted)",VPS3,TGFBRAP1,short,no,
SPCC364.06,nap1,histone H2A-H2B chaperone Nap1,NAP1,"NAP1L1,NAP1L2,NAP1L4",NA,no,
SPCC364.07,ser3,D-3 phosphoglycerate dehydrogenase Ser3 (predicted),"SER3,SER33",PHGDH,NA,no,
SPCC417.02,dad5,DASH complex subunit Dad5,HSK3,,NA,no,
SPCC417.03,,dubious,,,NA,no,
SPCC417.05c,cfh2,"SEL1 repeat protein, chitin synthase regulatory factor-like Cfh2","ACK1,SHC1",COA7,NA,no,
SPCC417.06c,mug27,meiosis specific NDR family protein kinase Mug27/Slk1,"DBF2,DBF20","STK38,STK38L",long,no,
SPCC417.07c,mto1,gamma tubulin complex linker Mto1,SPC72,"PDE4DIP,CDK5RAP2",NA,no,
SPCC417.09c,,transcription factor (predicted),,,NA,no,
SPCC417.11c,,"glutamate-1-semialdehyde 2,1-aminomutase (predicted)",,,NA,no,
SPCC417.12,,"carboxylesterase, type B family protein",,,NA,no,
SPCC4B3.01,tum1,"thiosulfate sulfurtransferase, involved in tRNA wobble position thiolation Tum1 (predicted)",TUM1,"TST,MPST",NA,no,
SPCC4B3.02c,got1,Golgi transport protein Got1 (predicted),GOT1,"GOLT1B,GOLT1A",NA,no,
SPCC4B3.03c,mam301,"multi-pass membrane and CBS domain protein, implicated in magnesium homeostasis and endomembrane organization (predicted)",MAM3,CNNM4,short,no,
SPCC4B3.05c,hem12,uroporphyrinogen decarboxylase Hem12 (predicted),HEM12,UROD,NA,no,
SPCC4B3.07,nro1,"negative regulator of Ofd1, Nro1",ETT1,,NA,no,
SPCC4B3.08,lsg1,Lsk1 complex gamma subunit Lsg1,CTK3,,short,no,
SPCC4B3.10c,ipk1,"inositol 1,3,4,5,6-pentakisphosphate (IP5) kinase",IPK1,IPPK,NA,no,
SPCC4B3.11c,fra3,mitochondrial [4Fe-4S] cluster transfer protein Fra3 (predicted),BOL3,BOLA3,NA,no,
SPCC4B3.12,set9,histone lysine H3-K20 methyltransferase Set9,,"KMT5B,KMT5C",NA,no,
SPCC4B3.13,,MatE family transmembrane transporter (predicted),"YDR338C,ERC1","SLC47A1,SLC47A2",short,no,
SPCC4B3.14,cwf20,complexed with Cdc5 protein Cwf20,,PRCC,NA,no,
SPCC4B3.15,mid1,medial ring protein Mid1,BUD4,ANLN,long,no,
SPCC4B3.17,cbp3,mitochondrial Cbp3-Cbp6 complex Cbp3 (predicted),CBP3,UQCC1,NA,no,
SPCC4E9.01c,rec11,meiotic cohesin complex subunit Rec11,IRR1,"STAG1,STAG2,STAG3",NA,no,
SPCC4F11.02,ptc1,MAP kinase threonine phosphatase Ptc1,PTC1,PPM1L,short,no,
SPCC4F11.03c,,Schizosaccharomyces specific protein,,,NA,no,
SPCC4F11.04c,imt2,mannosyltransferase Imt2,"CSH1,SUR1",,NA,no,
SPCC4G3.02,aph1,bis(5'-nucleosidyl)-tetraphosphatase,HNT2,FHIT,NA,no,
SPCC4G3.03,,WD40/YVTN repeat-like protein,YLR149C,,NA,no,
SPCC4G3.04c,coq5,C-methyltransferase (predicted),COQ5,COQ5,short,yes:Bar_seqShort_ctr,short
SPCC4G3.05c,mus81,Holliday junction resolvase subunit Mus81,MUS81,MUS81,NA,no,
SPCC4G3.08,psk1,ribosomal protein S6 kinase Psk1,YPK3,"RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6,RPS6KB2",NA,no,
SPCC4G3.09c,gyp3,GTPase activating protein Gyp3 (predicted),"MSB3,MSB4",GRTP1,NA,no,
SPCC4G3.10c,rhp42,DNA repair protein Rhp42,"RAD34,RAD4",XPC,NA,no,
SPCC4G3.11,nur1,Lem2-Nur1 complex subunit Nur1,NUR1,,short,no,
SPCC4G3.12c,,ubiquitin-protein ligase E3 (predicted),,"RNF148,RNF165",NA,no,
SPCC4G3.13c,cue1,"Hrd1 ubiquitin ligase complex, CUE domain protein Cue1 (predicted)","CUE4,CUE1",AUP1,NA,no,
SPCC4G3.15c,not2,CCR4-Not complex NOT box subunit Not2,CDC36,CNOT2,short,no,
SPCC4G3.17,hdd1,GMP 5'-nucleotidase (predicted),"YBR242W,YGL101W",HDDC2,NA,no,
SPCC4G3.19,alp16,gamma tubulin complex subunit Alp16,,TUBGCP6,NA,no,
SPCC548.04,urm1,ubiquitin-like protein modifier Urm1 (predicted),URM1,URM1,NA,no,
SPCC548.05c,dbl5,ubiquitin-protein ligase E3 Dbl5,PSH1,,NA,no,
SPCC548.07c,ght1,plasma membrane high-affinity glucose:proton symporter Ght1,"HXT15,HXT7,HXT6,STL1,HXT13,MAL11,HXT4,HXT1,HXT5,HXT8,HXT9,HXT16,GAL2,HXT2,HXT14,HXT17,HXT11",,NA,no,
SPCC550.01c,coa4,cytochrome c oxidase assembly protein Coa4 (predicted),COA4,COA4,long,no,
SPCC550.03c,ski2,Ski complex RNA helicase Ski2 (predicted),SKI2,SKIV2L,long,no,
SPCC550.07,fah2,fatty-acid amide hydrolase (predicted),AMD2,FAAH,short,no,
SPCC550.08,,N-acetyltransferase (predicted),"YDR391C,YOR012W",,short,no,
SPCC550.09,pex32,peroxin Pex32 (predicted),PEX32,,NA,no,
SPCC550.10,atd3,betaine-aldehyde dehydrogenase Atd3 (predicted),,,NA,no,
SPCC550.11,nmd5,karyopherin/importin beta family nuclear import/export signal receptor Nmd5 (predicted),"SXM1,NMD5","IPO7,IPO8",short,no,
SPCC550.12,arp6,actin-like protein Arp6,ARP6,ACTR6,long,no,
SPCC550.14,vgl1,"KH domain RNA binding protein, vigilin (predicted)",SCP160,HDLBP,NA,no,
SPCC550.15c,rei1,ribosome biogenesis protein Rei1 (predicted),"REI1,REH1",ZNF622,short,no,
SPCC553.01c,dbl2,DNA recombination protein Dbl2,MTE1,ZGRF1,short,no,
SPCC553.03,pex1,AAA family ATPase Pex1 (predicted),PEX1,PEX1,both,no,
SPCC553.07c,kpa1,"DinB translesion DNA repair polymerase, pol kappa",,POLK,NA,no,
SPCC553.12c,,transmembrane transporter (predicted),,,NA,no,
SPCC569.01c,,mug2/mug135/meu2 family,,,NA,no,
SPCC569.03,,mug2/mug135/meu2 family,,,NA,no,
SPCC569.04,,Schizosaccharomyces pombe specific protein,,,short,no,
SPCC569.05c,,plasma membrane spermidine family transmembrane transporter (predicted),TPO1,"SV2B,SV2A,SV2C",NA,no,
SPCC569.06,,Schizosaccharomyces specific multicopy membrane protein family 1,,,NA,no,
SPCC569.07,,aromatic aminotransferase (predicted),"ARO8,ARO9",AADAT,NA,no,
SPCC569.08c,ade5,phosphoribosylglycinamide formyltransferase,ADE8,GART,NA,no,
SPCC576.01c,xan1,alpha-ketoglutarate-dependent xanthine dioxygenase Xan1,,,NA,no,
SPCC576.02,,"hydantoin racemase family, implicated in amino acid, or derivative metabolism",DCG1,,NA,no,
SPCC576.04,bxi1,BAX inhibitor family protein Bxi1,BXI1,TMBIM4,NA,no,
SPCC576.11,rpl15,60S ribosomal protein L15 (predicted),"RPL15A,RPL15B",RPL15,short,no,
SPCC576.12c,mhf2,"CENP-X ortholog, FANCM-MHF complex subunit Mhf2",MHF2,CENPX,NA,no,
SPCC576.13,swc5,Swr1 complex subunit Swc5,SWC5,CFDP1,long,no,
SPCC576.14,dph5,diphthine synthase Dph5 (predicted),DPH5,DPH5,NA,no,
SPCC576.17c,,pyridoxamine/pyridoxine/pyridoxal transmembrane transporter (predicted),,,NA,no,
SPCC584.01c,met10,sulfite reductase NADPH flavoprotein subunit (predicted),MET10,,short,no,
SPCC584.03c,,GTPase regulator (predicted),YRB30,,NA,no,
SPCC584.11c,svf1,"Svf1 family protein, lipocalin superfamily Svf1",SVF1,,NA,no,
SPCC584.13,,amino acid transmembrane transporter (predicted),"UGA4,HNM1,TPO5",,NA,no,
SPCC584.15c,,arrestin involved in ubiquitin-dependent endocytosis,"ROG3,ROD1","TXNIP,ARRDC2,ARRDC4,ARRDC1,ARRDC3",long,no,
SPCC594.02c,,DUF2456 family conserved fungal protein,YHL026C,,NA,no,
SPCC594.04c,,steroid oxidoreductase superfamily protein (predicted),,,NA,no,
SPCC594.05c,spf1,Set1C ubiquitin-protein ligase E3 subunit Spf1,SPP1,CXXC1,short,no,
SPCC594.06c,vsl1,vacuolar SNARE Vsl1/Vam7,VAM7,STX8,NA,no,
SPCC5E4.05c,mgl1,mitochondrial acylglycerol lipase Mgl1 (predicted),YJU3,MGLL,NA,no,
SPCC5E4.07,rpl2802,60S ribosomal protein L27/L28,RPL28,RPL27A,NA,no,
SPCC5E4.10c,,human leukocyte receptor 1 ortholog,,LENG1,NA,no,
SPCC61.03,,NADHX dehydratase (predicted),NNR2,NAXD,NA,no,
SPCC61.05,,Schizosaccharomyces specific multicopy membrane protein family 1,,,NA,no,
SPCC613.01,,transmembrane transporter (predicted),,,NA,no,
SPCC613.02,,transmembrane transporter (predicted),,,NA,no,
SPCC613.03,,endoplasmic reticulum EF hand protein (predicted),SSP120,"NUCB1,NUCB2",NA,no,
SPCC613.06,rpl902,60S ribosomal protein L9,"RPL9A,RPL9B",RPL9,NA,no,
SPCC613.08,,"CDK regulator, involved in ribosome export (predicted)",BCP1,BCCIP,short,no,
SPCC613.10,qcr2,ubiquinol-cytochrome-c reductase complex core protein Qcr2 (predicted),QCR2,UQCRC2,NA,no,
SPCC613.11c,meu23,mug2/mug135/meu2 family,,,NA,no,
SPCC613.12c,raf1,CLRC ubiquitin ligase complex WD repeat subunit Raf1/Dos1,,,NA,no,
SPCC622.01c,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPCC622.08c,hta1,histone H2A alpha,"HTA2,HTA1","HIST1H2AH,H2AFB3,H2AFJ,H2AFB2,HIST1H2AA,HIST3H2A,HIST2H2AB,H2AFB1,HIST1H2AE,HIST1H2AI,HIST1H2AK,HIST1H2AJ,HIST1H2AL,HIST1H2AC,HIST1H2AB,HIST1H2AM,HIST1H2AG,HIST2H2AC,H2AFX",NA,no,
SPCC622.11,,"Golgi localized LMBR1-like multi-pass membrane protein, human LMBRD2 ortholog",,LMBRD2,NA,no,
SPCC622.12c,gdh1,NADP-specific glutamate dehydrogenase Gdh1 (predicted),"GDH3,GDH1","GLUD1,GLUD2",NA,no,
SPCC622.14,,GTPase activating protein (predicted),"GCS1,SPS18",ARFGAP1,NA,no,
SPCC622.15c,,Schizosaccharomyces specific protein,,,NA,no,
SPCC622.16c,epe1,Jmjc domain chromatin associated protein Epe1,JHD1,"KDM2A,KDM2B,PHF8,KDM7A,PHF2",NA,no,
SPCC622.19,jmj4,peptidyl-lysine 3-dioxygenase activity jmj4 (predicted),,JMJD7,NA,no,
SPCC63.02c,aah3,alpha-amylase homolog Aah3,,,short,no,
SPCC63.03,,"mitochondrial MIB complex subunit, human DNAJC11 ortholog (predicted)",,DNAJC11,NA,no,
SPCC63.04,mok14,"alpha-1,4-glucan synthase Mok14",,,NA,no,
SPCC63.06,,"WD repeat protein, human WDR89 family",YNL035C,WDR89,NA,no,
SPCC63.08c,atg1,autophagy serine/threonine protein kinase Atg1,ATG1,"ULK1,ULK2,ULK3",NA,no,
SPCC63.13,,DNAJ domain protein,,,NA,no,
SPCC63.14,eis1,eisosome assembly protein eis1,"YKL050C,EIS1",,NA,no,
SPCC645.07,rgf1,"RhoGEF for Rho1, Rgf1","ROM1,ROM2","NET1,ARHGEF3",short,no,
SPCC645.08c,snd1,"RNA-binding protein, involved in chromatin silencing by small RNA, Snd1",,SND1,short,no,
SPCC645.11c,mug117,conserved fungal protein Mug117,,,short,no,
SPCC645.12c,,Schizosaccharomyces specific protein,,,short,no,
SPCC645.13,bye1,transcription elongation regulator Bye1 (predicted),BYE1,PHF3,short,no,
SPCC645.14c,sti1,chaperone activator Sti1 (predicted),STI1,STIP1,short,no,
SPCC663.03,pmd1,leptomycin transmembrane transporter Pmd1,STE6,"ABCB1,ABCB11,ABCB4",NA,no,
SPCC663.04,rpl39,60S ribosomal protein L39,RPL39,"RPL39,RPL39L",NA,no,
SPCC663.06c,osr1,"short chain dehydrogenase, unknown specificity (predicted)",YKL071W,,NA,no,
